,Date,Close
140,2020-10-02,415.089996
141,2020-10-05,425.679993
142,2020-10-06,413.980011
143,2020-10-07,425.299988
144,2020-10-08,425.920013
145,2020-10-09,434.0
146,2020-10-12,442.299988
147,2020-10-13,446.649994
148,2020-10-14,461.299988
149,2020-10-15,448.880005
150,2020-10-16,439.670013
151,2020-10-19,430.829987
152,2020-10-20,421.940002
153,2020-10-21,422.640015
154,2020-10-22,425.790009
155,2020-10-23,420.630005
156,2020-10-26,420.279999
157,2020-10-27,424.679993
158,2020-10-28,406.019989
159,2020-10-29,410.829987
160,2020-10-30,388.040009
161,2020-11-02,400.51001
162,2020-11-03,423.899994
163,2020-11-04,420.980011
164,2020-11-05,438.089996
165,2020-11-06,429.950012
166,2020-11-09,421.26001
167,2020-11-10,410.359985
168,2020-11-11,417.130005
169,2020-11-12,411.76001
170,2020-11-13,408.5
171,2020-11-16,408.089996
172,2020-11-17,441.609985
173,2020-11-18,486.640015
174,2020-11-19,499.269989
175,2020-11-20,489.609985
176,2020-11-23,521.849976
177,2020-11-24,555.380005
178,2020-11-25,574.0
179,2020-11-27,585.76001
180,2020-11-30,567.599976
181,2020-12-01,584.76001
182,2020-12-02,568.820007
183,2020-12-03,593.380005
184,2020-12-04,599.039978
185,2020-12-07,641.76001
186,2020-12-08,649.880005
187,2020-12-09,604.47998
188,2020-12-10,627.070007
189,2020-12-11,609.98999
190,2020-12-14,639.830017
191,2020-12-15,633.25
192,2020-12-16,622.77002
193,2020-12-17,655.900024
194,2020-12-18,695.0
195,2020-12-21,649.859985
196,2020-12-22,640.340027
197,2020-12-23,645.97998
198,2020-12-24,661.77002
199,2020-12-28,663.690002
200,2020-12-29,665.98999
201,2020-12-30,694.780029
202,2020-12-31,705.669983
203,2021-01-04,729.77002
204,2021-01-05,735.109985
205,2021-01-06,755.97998
206,2021-01-07,816.039978
207,2021-01-08,880.02002
208,2021-01-11,811.190002
209,2021-01-12,849.440002
210,2021-01-13,854.409973
211,2021-01-14,845.0
212,2021-01-15,826.159973
213,2021-01-19,844.549988
214,2021-01-20,850.450012
215,2021-01-21,844.98999
216,2021-01-22,846.640015
217,2021-01-25,880.799988
218,2021-01-26,883.090027
219,2021-01-27,864.159973
220,2021-01-28,835.429993
221,2021-01-29,793.530029
222,2021-02-01,839.809998
223,2021-02-02,872.789978
224,2021-02-03,854.690002
225,2021-02-04,849.98999
226,2021-02-05,852.22998
227,2021-02-08,863.419983
228,2021-02-09,849.460022
229,2021-02-10,804.820007
230,2021-02-11,811.659973
231,2021-02-12,816.119995
232,2021-02-16,796.219971
233,2021-02-17,798.150024
234,2021-02-18,787.380005
235,2021-02-19,781.299988
236,2021-02-22,714.5
237,2021-02-23,698.840027
238,2021-02-24,742.02002
239,2021-02-25,682.219971
240,2021-02-26,675.5
241,2021-03-01,718.429993
242,2021-03-02,686.440002
243,2021-03-03,653.200012
244,2021-03-04,621.440002
245,2021-03-05,597.950012
246,2021-03-08,563.0
247,2021-03-09,673.580017
248,2021-03-10,668.059998
249,2021-03-11,699.599976
250,2021-03-12,693.72998
